t,Left ventricular pressure,Ascending aorta pressure
6.76,3.482856858745557,7.04630717943093
6.7700000000000005,2.8992100402340766,7.414712850112833
6.78,2.72289859827148,8.535295707945739
6.79,3.6102411492950486,6.630497367668415
6.8,3.193652706932392,5.400328691866001
6.8100000000000005,4.877119747968432,7.235295236561275
6.82,4.852767694443287,7.312223196093765
6.83,4.529274199241896,7.3777180076757185
6.84,6.236887346474775,6.3895038120419905
6.8500000000000005,6.417019357334139,7.773293033599843
6.86,7.003837666004826,7.288169565778153
6.87,8.335345213038417,5.897144179951874
6.88,9.534381199073772,8.652041634124862
6.890000000000001,9.750498105597348,8.54004571833672
6.9,9.745782986225295,11.004043148945332
6.91,10.872351213690155,11.709116671131644
6.92,11.81577392958969,11.489808873620834
6.93,11.778469975621212,13.198527848884982
6.94,13.381291080931362,12.31642095769987
6.95,13.659343653467191,11.721498632900717
6.96,12.700907077044937,12.786242684989233
6.97,13.113816843913424,13.758953364260075
6.98,13.806488679818086,13.448079635643053
6.99,13.87524522427046,14.748875038705012
7.0,14.610645403115152,14.49931870462291
7.01,14.074941359892565,15.543537183190393
7.0200000000000005,14.471319470236802,14.34474101660824
7.03,14.227763906557792,14.451923991955889
7.04,13.269528895519027,13.13639053022349
7.05,14.458716754246646,13.956061599487825
7.0600000000000005,14.17192314485689,14.170189792541601
7.07,14.18543798596083,13.118560121921186
7.08,13.263865275511176,12.837055836485208
7.09,14.127936052974912,12.903215412103032
7.1000000000000005,13.420507497788636,15.112315856312074
7.11,13.749919864011437,13.706966405434029
7.12,12.177655951189728,12.756511715901379
7.13,12.675745837535622,13.652282749836315
7.140000000000001,11.86759950849472,10.28414088747964
7.15,10.602131412602786,12.216847002585249
7.16,8.84455023822943,11.97537487332057
7.17,7.685475396454554,10.03772065532875
7.18,7.86732350354718,11.46763239314769
7.19,5.649120630818089,12.21301158662371
7.2,4.191175475106522,8.969680747083501
7.21,3.7006009160848943,9.511329524473165
7.22,2.349034661167181,11.586495666936923
7.23,2.340468343016926,10.741505037907544
7.24,2.841097272348331,10.062626479407795
7.25,1.942713718557679,10.013515494029976
7.26,2.17337516797733,10.731878169116545
7.27,2.396593800355744,11.554266855877223
7.28,3.6748545861063855,8.60940467163145
7.29,2.7522031261724065,9.639303877892708
7.3,3.220540385295311,10.009469335691406
7.31,3.017957310142563,8.53216056880721
7.32,3.9879171790203753,8.527304085700228
7.33,3.4341189375757,8.876174671695564
7.34,3.051580666559256,9.67887742193741
7.35,3.1810681241867647,10.266616829873886
7.36,3.5194219872645536,8.110762962864326
7.37,4.010598151868316,9.536162618170916
7.38,2.2159397006916968,8.129329047730268
7.390000000000001,3.699697591191548,8.14908778071103
7.4,3.5254842301251488,9.020087328636706
7.41,2.37745366005216,8.84184195331323
7.42,3.347606510951639,7.62195582106553
7.43,3.278171084714989,7.1699014398492285
7.44,2.380864622616852,8.877059864691763
7.45,2.917573853917571,8.824649911822725
7.46,3.739541227481088,7.731200766327309
7.47,2.797308598970808,7.375908606239394
7.48,3.0668517263376565,7.812081784788766
7.49,3.5970144017614643,7.686269702263918
7.5,2.5819852595242634,8.22457881094011
7.51,3.7826582608049546,6.509528314333612
7.52,3.493602762681768,8.1133921969858
7.53,4.227579617938819,7.91708424244953
7.54,3.4019050391311647,9.646056472581353
7.55,2.809899030221384,8.146950974717187
7.56,3.613489395389827,8.545662806272702
7.57,2.733564002932925,6.616359726790277
7.58,3.383149399862562,7.529096199524742
7.59,3.1128352588105384,8.773468489855565
7.6,3.6546716803618047,8.846163089932464
7.61,3.2191466453871094,8.288744586366246
7.62,3.98239202220904,9.005788209907594
7.63,3.362550301684732,7.417586357506717
7.640000000000001,1.854416742699283,7.331641175546979
7.65,3.1333296212950685,6.770299332797802
7.66,2.6154700792578764,7.393803939152336
7.67,3.257534769831753,6.169230504999618
7.68,3.0330509577379274,7.1624131086279625
7.69,3.027980391953797,7.947863944654117
7.7,2.4213251385212526,7.240402020369043
7.71,2.6014472632567123,6.586367221253082
7.72,2.4902000738448518,8.486023601635122
7.73,3.5436911308118213,7.418868400152808
7.74,2.808099054162021,6.991119254954751
7.75,4.055977291481042,7.448391012025684
7.76,4.38997236029995,7.012775959960734
7.77,2.98025092094652,7.539937131367328
7.78,4.099494938618075,8.057738468283416
7.79,4.650795061050521,6.622429117556749
7.8,3.717410321874903,8.638869190649466
7.81,4.684096579879542,7.703694003886648
7.82,5.660465059664225,6.385376567568884
7.83,5.991319385792633,6.23009769720545
7.84,7.943783258608932,7.036336146910377
7.85,8.340554148616796,6.901349696333147
7.86,8.366868838864914,8.18993293473672
7.87,10.0608385730928,8.739909513698976
7.88,9.27123935675078,10.435389934958526
7.890000000000001,10.639151111311635,10.68564255864653
7.9,11.130108191839414,9.4655599650545
7.91,11.662707689351835,12.13149508312295
7.92,12.99613735601292,10.832843424723839
7.930000000000001,13.03652196109097,11.998904851751744
7.94,12.851770972050792,13.50158735031077
7.95,13.02448861123008,13.83994667166121
7.96,13.579765454885113,14.144364740228287
7.97,14.36621622478339,12.827251847525455
7.98,14.692981671648548,13.38297973501663
7.99,13.850458987039008,13.833928000923018
8.0,14.186347620320348,14.733581991723154
8.01,14.793474125060737,14.437871822686189
8.02,14.311015519017426,14.149491850146106
8.03,14.907058216972237,14.944698357110292
8.040000000000001,14.281666959804134,13.900445931144855
8.05,13.64462716074328,13.321177476745428
8.06,13.987763795016107,14.103364606933686
8.07,13.538604718474728,14.52314810338065
8.08,14.146949787478675,14.520187509581696
8.09,12.818184953977342,12.381410392843021
8.1,13.622503243109572,12.835327767033347
8.11,12.32459785416219,14.068257680291723
8.120000000000001,11.89568893090306,12.555896277200684
8.13,10.945007724324206,11.421179288926968
8.14,8.39408275068087,11.53307905431612
8.15,8.77385637485342,12.038445201626473
8.16,8.226353590919802,9.128884648220845
8.17,6.085432521325076,10.608358994762831
8.18,5.088376617354991,11.101133500090402
8.19,3.6505447804311713,12.050981860001631
8.2,3.527976157982136,10.093261735788435
8.21,1.950196811916888,9.652302274326454
8.22,3.2338610435062303,10.789388814622402
8.23,1.8853129366640533,10.427680964021292
8.24,2.958041842089203,9.845026713307094
8.25,3.062613315082693,11.634665261755535
8.26,3.162988927789716,10.512771340947868
8.27,3.5550823720892817,9.344731424047215
8.28,3.4472882241630707,9.005033615032188
8.290000000000001,3.7633791366389806,9.31975748251539
8.3,3.384646377520788,10.284301826583723
8.31,2.731707736012409,9.40736944894154
8.32,3.975782560547145,8.018402694073298
8.33,2.980678769364168,11.004250507058934
8.34,3.25112486757018,8.263989622356288
8.35,3.760641199192453,8.094106476813169
8.36,2.872765211722631,9.218784876826769
8.370000000000001,3.695968594431217,8.75871682800334
8.38,2.955729252175043,10.195967941611414
8.39,3.1256603880024225,9.064567931696978
8.4,2.0267141476669783,8.276440502319982
8.41,3.491630684864621,7.727539029268521
8.42,2.1263841167814137,9.010559686058743
8.43,3.5436404033080127,8.34754509782775
8.44,3.9225740385151866,8.125476693989992
8.45,3.938912247655037,8.879805218033397
8.46,3.889043795351658,7.897399060188663
8.47,3.800151288583331,8.621943062915937
8.48,3.1396298064581534,8.91152724146467
8.49,3.4054911249470856,8.592300491399092
8.5,3.875963504158261,9.15769118215588
8.51,2.563023655604097,8.872053731903959
8.52,3.165547091136914,8.580143474097138
8.53,3.900600927048324,7.4098226276477295
8.540000000000001,3.9668382463395706,9.322984265223166
8.55,2.5353439833000118,8.721158457947014
8.56,3.290200323401152,8.013319441882077
8.57,3.074715328491138,7.9984922937975504
8.58,3.4088478493342,6.406576975818155
8.59,3.881617386771575,9.288258674330867
8.6,3.7111627267895817,7.566963019100281
8.61,3.0654970342058925,7.028866252256569
8.620000000000001,3.5567658352286524,7.565977655217745
8.63,3.2327322234397884,7.21235050680457
8.64,4.354468950122382,6.840560824135683
8.65,3.0423909506766544,5.95199381931962
8.66,4.138355472348805,6.8846026899017705
8.67,2.842594372082112,7.846922431888616
8.68,2.587267160810109,6.9501127502723845
8.69,2.9180970023897888,9.676944624705378
8.700000000000001,4.119274018431362,7.461461094234888
8.71,2.9354446492579687,8.22437418405639
8.72,3.019000281355744,8.437275476865063
8.73,3.584973871616981,7.141742477543595
8.74,2.468052831065836,7.47544251964405
8.75,3.2671951234884857,6.7436061827187554
8.76,4.043923962460322,5.823564638253783
8.77,3.641268492754246,7.796181749399819
8.78,4.424906672440571,8.974780921038969
8.790000000000001,5.123496550816352,6.744053630636049
8.8,5.065215603734723,5.998306137805787
8.81,5.465337406577016,6.814868396026838
8.82,7.924016296817025,6.900156394799026
8.83,8.332109985986497,8.047339557239603
8.84,9.508790518587682,8.08823070821965
8.85,9.022038813179902,10.326380727863766
8.86,10.375040385823398,11.025907216821377
8.870000000000001,10.95262622184486,11.983491396416284
8.88,11.942460488059949,13.07385133653456
8.89,12.057609903655344,11.39959138977675
8.9,12.425051667448068,13.330663685539545
8.91,13.98979178966036,14.316658366486422
8.92,14.335223489023967,13.437851118323005
8.93,13.847489954579904,12.584085954118766
8.94,14.553896021571278,12.849877717228889
8.950000000000001,15.058601134583764,12.719622604662334
8.96,14.397943160889792,13.194256541606615
8.97,14.210542863180114,13.144989764428477
8.98,14.55850633897512,13.841286853131173
8.99,13.521910518362228,12.398942844569133
9.0,14.024340676215749,15.377586640511817
9.01,15.333055304447504,14.30447089129232
9.02,13.616905975778758,13.643777657867801
9.03,13.115836918724517,14.222507559250296
9.04,13.517343802915846,13.656120793984865
9.05,13.728766902483242,12.99520092954725
9.06,12.616956359314855,14.192511602696943
9.07,12.901495364500684,12.162790924409716
9.08,13.496730514119973,12.681307250436507
9.09,11.96670765407353,12.879306041638786
9.1,10.530861964830112,11.286588407685317
9.11,9.86216991951328,11.773102946339115
9.12,8.871914155518144,11.204843100469665
9.13,7.362728859384874,10.93119245389686
9.14,5.463014596594501,9.903294953290576
9.15,4.087769484209043,9.66926076932223
9.16,2.8578941693117823,10.450541471145817
9.17,2.973061117672172,9.496987956062716
9.18,2.2303094396561063,10.939951397268821
9.19,1.4479172139445715,9.87968650363109
9.2,1.8783850240584008,9.890607305737433
9.21,2.5338170403711566,10.23854080094513
9.22,3.255427994191089,10.290472832377436
9.23,2.7692306385600967,10.318374650572833
9.24,3.098202674061872,9.491447101866223
9.25,4.129504327772451,8.08504220707304
9.26,2.350027018702092,9.250805655096666
9.27,2.262974692949274,9.233138277966901
9.28,3.808491746705618,7.528841001550683
9.29,2.910319980663658,8.78337204744167
9.3,3.6590261520007448,8.57385841836253
9.31,2.78791993092142,9.85426200876001
9.32,2.9121592167934063,9.387670558849385
9.33,3.5362197979830445,8.565155641086765
9.34,3.264231130421269,10.042237039258794
9.35,3.0266323554969974,8.721555129251787
9.36,3.3007533964648093,10.414841125232776
9.37,3.82334858298777,9.338443629443692
9.38,3.338910229834048,8.72399284676348
9.39,3.355025295438882,6.33730795988856
9.4,4.221923921122849,7.694037952088644
9.41,3.271960453793365,7.815882967237815
9.42,2.5798131111385074,9.557574429697429
9.43,3.3913055963426078,9.398934310764822
9.44,3.561861120168788,8.117782594805263
9.45,2.773096040672601,8.247365949967943
9.46,3.5320161373420644,7.680933695391089
9.47,3.109393429820362,7.684467644926868
9.48,3.418181357557262,6.926015356332705
9.49,2.462373850381792,7.1816110994099684
9.5,2.931692388243837,6.852178431744014
9.51,2.8948139102102184,8.346785409383543
9.52,3.4142589259724985,6.657838505232778
9.53,3.0682396028113126,8.202127224209523
9.54,2.90234771803141,7.924770825134655
9.55,3.5513143797989963,9.04023830960611
9.56,3.3173172189303584,8.295858387185241
9.57,2.7398575220287045,8.122381391532771
9.58,2.8456495849065453,8.657209876325846
9.59,2.784701329806122,6.737524309467529
9.6,2.7185648911928126,7.541260385589636
9.61,3.580162947776957,7.587107601957582
9.62,3.609401878160278,8.181482324755596
9.63,4.290592535512786,8.706908715027788
9.64,3.5898328056352424,7.02423038765108
9.65,2.7810594245255293,7.472869209529505
9.66,3.439922870921816,7.711956770621944
9.67,2.563238884164741,7.312537233539917
9.68,4.332113090838914,8.61140046820054
9.69,3.9264130225360825,7.644160493410262
9.7,3.3950955253335717,7.3026588908629915
9.71,5.131429580232794,7.302961644067429
9.72,3.7846274494817553,4.928282796051147
9.73,4.88154162662491,8.456917923752522
9.74,5.603669553949527,6.468290599924792
9.75,6.898327632220124,6.221158376403501
9.76,7.005464169584391,7.5723919458575795
9.77,8.15430539681401,6.190615672488828
9.78,8.62877845697006,8.592363725909008
9.79,9.762415206789678,8.968520420320322
9.8,9.97995126650517,10.73992901602444
9.81,10.60553003924878,12.173672351306427
9.82,10.884804794138343,11.663992727015541
9.83,12.13646871542152,11.952677538351734
9.84,13.929979065070851,12.911467690462011
9.85,13.442817203892693,12.91509698786126
9.86,13.12230169093317,13.811563579215058
9.87,13.720558325961893,13.939121358150551
9.88,13.93422596739894,13.761354444159652
9.89,14.709406985106522,13.406979929645523
9.9,14.678302588352857,14.603273412325498
9.91,15.243636957096646,14.203070517099011
9.92,14.44953683838362,14.52381643462283
9.93,14.730375290716214,14.220717596643372
9.94,14.766148481462254,13.462435987966128
9.95,14.307531011741036,14.622692818612673
9.96,14.236492329449922,13.377090205858082
9.97,14.453550896091022,11.312397019151318
9.98,12.926225147536176,14.172510243872011
9.99,14.442555453394467,12.794524700277739
10.0,12.962833080440546,13.871828060045633
10.01,13.208384499680369,12.7706014535803
10.02,12.471849497541456,11.84411623006277
10.03,12.129084512663646,11.597709376937155
10.04,10.883937462680093,13.63888407277728
10.05,10.21517941225684,11.077943803929527
10.06,9.327400686058084,10.199801108395587
10.07,7.465508939751849,11.982213589276206
10.08,5.980787393443541,11.525701772685908
10.09,5.79118116485945,10.337458873315
10.1,4.412971433559503,10.168328469703667
10.11,2.660001167147761,11.163690001804511
10.12,3.265796378227314,10.18909088153621
10.13,2.4876401662599044,9.650620371165854
10.14,2.506503168810273,10.543275818329324
10.15,2.703217274619485,10.860242442638866
10.16,2.1516645945733046,9.096201684400949
10.17,3.0409990172838466,10.597241138773054
10.18,3.7378390585560326,8.106713835424758
10.19,3.286562471168895,10.29594862825541
10.2,1.836452243339352,10.52813984047323
10.21,2.7348187250626887,9.297705604115611
10.22,3.1425391598197745,9.0818167625688
10.23,3.548914509664004,9.928394366098058
10.24,3.0392796852867776,9.287852412183993
10.25,2.9393723697503638,8.927961891045948
10.26,2.832049728874453,7.692950969219841
10.27,3.05077201456024,8.598727921270369
10.28,2.855466447182267,8.697396046233536
10.29,2.9627085079394035,9.526105980912405
10.3,3.1018978821499985,8.313174082600833
10.31,3.635170896091611,8.724114837006754
10.32,2.880599658245641,8.750199532563844
10.33,4.205841705772753,9.361264660630676
10.34,4.166176154404187,7.395462131582862
10.35,2.099575047130762,7.880453803187622
10.36,3.186444612938474,8.164515444063145
10.37,3.454718308837248,7.9462559124342045
10.38,3.5920478180850024,8.8025735807645
10.39,2.6876709506581173,8.002777282563569
10.4,3.105820437555512,8.433130572787372
10.41,4.093552748491299,8.415191786742911
10.42,3.678456521436544,8.741908264467632
10.43,3.2619803482149377,9.120210848852413
10.44,3.184711181922587,8.891492155513719
10.45,2.4093522307301307,7.882271117259504
10.46,3.5822943718697102,8.511653701079807
10.47,2.74665566282682,6.9249487355512604
10.48,2.9337111000120424,8.3039062250931
10.49,2.209593388350239,7.093631937579664
10.5,3.133980911472538,8.415281949782791
10.51,2.682624564196951,7.126621321207892
10.52,3.603319329488848,8.666842697177925
10.53,2.4309119705633013,8.248250325613691
10.54,2.7720280873597742,8.24098274224769
10.55,2.798498362807892,6.286810659594475
10.56,2.968218139989968,7.383028274986854
10.57,3.803434343346574,7.518236094346266
10.58,3.300949965077043,6.842827346320703
10.59,2.909270637621841,6.47410682331699
10.6,3.5086816339812468,7.501619157736361
10.61,3.1158305778285293,8.607799304640343
10.62,4.752226136001429,7.289177012360418
10.63,3.833901089682517,8.534541271276078
10.64,3.504021743007204,7.8013694055434835
10.65,3.4797174372463693,7.467328576365451
10.66,3.639253631979424,7.326909937788973
10.67,2.948090877563577,7.3860028683725165
10.68,3.183146139170847,7.166074493553676
10.69,3.8592214746270126,7.716518051482645
10.7,3.2249468648414488,7.480766173023502
10.71,2.974710220897803,7.280448777388614
10.72,3.652681504711632,7.362465455553245
10.73,2.773570914398352,5.825234980440671
10.74,3.8970535215061575,7.117583221065574
10.75,3.8878136344726326,6.547433766578271
10.76,3.638923519962543,8.177907931605507
10.77,4.044448219033773,6.7317847534401345
10.78,4.770528059546149,6.5263620791726416
10.79,6.17512427802662,7.935743958231206
10.8,5.428359270314756,6.562969636378835
10.81,7.0918681817676354,7.973344746830687
10.82,7.243365002460727,7.991643704781217
10.83,8.717751497172419,7.501007026035542
10.84,9.937568342237428,9.380967224704095
10.85,9.33960764013193,9.322720634507428
10.86,9.79144932690357,9.416903656574519
10.87,9.74145987276895,10.130784977111478
10.88,10.151904042985876,10.36201700475959
10.89,11.131324567048702,10.462614741666576
10.9,11.966421335823268,11.792147641385167
10.91,12.555991741682735,12.159261496381173
10.92,12.871203882961996,13.504346349047989
10.93,13.603304472611896,11.944814036716387
10.94,13.063351241108624,12.840262727956226
10.95,12.252060324047376,13.607366284318616
10.96,13.925342558286554,14.45282860510297
10.97,13.75729371100065,13.213504793488132
10.98,12.651552615519376,14.829409849927451
10.99,13.11802824617062,13.343120161729242
11.0,13.272605399078452,12.802966883978838
11.01,13.066146562362311,14.375242920348871
11.02,14.340418978988833,13.4601691179479
11.03,13.784377474014931,14.835440278522666
11.04,14.149864688038484,14.072923282898282
11.05,13.11655401780329,11.629990964927776
11.06,13.252531462583946,14.007026232216214
11.07,13.17689654905423,12.856666677834891
11.08,13.664511177477603,11.046964958855439
11.09,13.49675455118679,13.471176355661012
11.1,13.957656078239811,13.133302507114502
11.11,12.694693114340206,12.82898721586983
11.12,12.681943221836132,13.636962001245402
11.13,12.68347774011038,11.779851933763137
11.14,12.913034323729756,11.748108662014188
11.15,12.245723073661534,11.550179208957536
11.16,11.38481320380824,10.22619225651965
11.17,10.086887817177418,11.211421154373916
11.18,10.006677931847484,11.636266564329953
11.19,9.985971469830332,9.352722483088368
11.2,8.787733858728716,9.915288693404882
11.21,8.210722366810732,10.367926046203435
11.22,7.6678994496031185,10.98809976492357
11.23,6.057826296142302,9.383415367659625
11.24,5.419831609271546,8.94453669492962
11.25,4.686097383218092,9.985433017350742
11.26,4.172125131653493,10.412157316461267
11.27,2.6244805614909934,9.35075768770889
11.28,1.7668624715863537,9.089410734635523
11.29,2.4922269871218994,8.914125584556011
11.3,1.724864933372415,8.748358988323346
11.31,2.7876696646494623,10.780684473534247
11.32,2.6479419109066007,8.435428805599273
11.33,2.8200705316620818,8.529090268238523
11.34,3.3124808764261373,9.514966803587484
11.35,3.605517665078791,9.64423991910669
11.36,3.826004335008749,10.838089427916351
11.37,3.291983173127538,9.003711086815025
11.38,3.233648063728816,8.617757327061064
11.39,3.681136470115599,10.07870851544896
11.4,2.8436461972788543,8.435151019372706
11.41,3.133348729359533,9.575408348514816
11.42,3.622403195500796,8.047278093762122
11.43,3.5986453336095257,7.82023107793833
11.44,3.702300623771922,8.198580898924996
11.45,1.8303639982421944,7.039963443375943
11.46,3.359323906822205,9.109314673656485
11.47,3.595213721104752,8.342240292034335
11.48,3.2254667948793494,8.751796743352665
11.49,2.689209974490951,8.096308419621877
11.5,3.4589482092016133,8.795682253328911
11.51,3.1238705470026664,7.874567669828779
11.52,3.921091961306997,7.512774956267382
11.53,3.793606719684454,7.460799305428752
11.54,2.8881382434994656,8.278504758252883
11.55,3.577190145569796,6.871476698437387
11.56,3.78600093164343,6.3794124793536655
11.57,2.578180282765757,7.453201524141708
11.58,3.0501347694764784,8.689944920041848
11.59,3.223195313331192,9.184253324909905
11.6,3.98564204485648,6.694931259232527
11.61,3.9200493829080343,8.175983818586765
11.62,3.3693706955092586,8.090901347538656
11.63,4.005128616193694,7.053654473272841
11.64,3.2518416519986983,7.6346885898939165
11.65,2.8808336907203302,8.315655923449489
11.66,3.1484750793825365,8.53766828872944
11.67,3.564481797652721,6.57477709995603
11.68,3.0181703477467225,8.465329437931098
11.69,2.628548003967695,7.2221798899046465
11.7,2.9341465221189407,8.04893320617833
11.71,3.742284644590472,7.229806003536304
11.72,2.9453726790641896,7.420064928363126
11.73,3.3956254101106045,7.904754215294414
11.74,4.006698900539778,5.857693955193802
11.75,3.819705216992122,8.019644814684963
11.76,3.977229282315557,5.3782791167607895
11.77,2.506370301346733,8.209606447069962
11.78,2.9004910440928984,5.212837786791544
11.79,2.958680360375148,7.914397611000651
11.8,2.653696595639149,6.882743782218792
11.81,3.5695407471337552,6.567269989920101
11.82,2.682944433889044,6.752252750456036
11.83,3.4395569491126667,8.118094426104342
11.84,3.328739875630125,6.212934091019391
11.85,3.70562054225918,7.222427484629898
11.86,3.600907350982016,7.886805532793074
11.87,3.879865484427216,7.562045989170494
11.88,2.6997895439670465,8.257160844472308
11.89,3.0588461101573765,7.160309147927242
11.9,3.1021291563032105,6.793538103913708
11.91,2.778728848045989,6.578534511480962
11.92,2.8412213416727705,8.460374527539422
11.93,3.2666882331004143,6.259844921134353
11.94,3.2395311917447085,5.693514039438349
11.95,3.785969897074073,6.8551079142029865
11.96,2.5912198108097764,6.041269634571836
11.97,3.179689740390365,6.815293744875822
11.98,3.958870236735117,6.968187012906518
11.99,3.1147861833661503,7.280046099885059
12.0,2.3700004213627204,7.167897613518088
12.01,3.3406931123180685,5.9238733092084885
12.02,3.6657342266560295,7.115654942307842
12.03,4.1225736917918,6.024575816705905
12.04,4.109655912494034,6.299625752884855
12.05,3.929935085879994,6.52765214439341
12.06,3.78611361286078,6.663621942875665
12.07,5.206705241886771,5.915022078225939
12.08,5.855712735420864,5.756861869828848
12.09,7.004362098679888,8.006119914131189
12.1,7.007816777062736,6.317936425807133
12.11,7.9542242916377,7.380989297836834
12.12,7.791266125559548,7.74176212299133
12.13,8.797534380161489,8.393492407216977
12.14,9.325434743930924,8.460183594680785
12.15,9.65935229991378,10.77471856631503
12.16,8.853633352062667,8.951228100361748
12.17,9.950623425578929,9.173162133206077
12.18,11.355881330440871,9.218426239627162
12.19,11.674606418575154,11.40134545004933
12.2,12.110609165228894,11.131880977724695
12.21,10.94731993099048,13.628840420335264
12.22,12.214835579743378,12.78942090720281
12.23,12.53152873309097,12.969371082686576
12.24,12.6319731156662,14.189796736588587
12.25,13.317219149806084,12.48244131024412
12.26,12.550095523154168,14.24986057432098
12.27,12.888249630535736,13.905909801799984
12.28,12.97042597118292,12.00772762603734
12.29,12.953693879573478,13.577227166266482
12.3,14.00799647001396,13.46211096733797
12.31,13.43483868339911,13.355094440053348
12.32,13.225180132299144,13.163081596908313
12.33,13.72086952351857,13.120422265887074
12.34,13.0947215889095,13.892586262885771
12.35,13.88001674805439,13.499793472251824
12.36,12.186741880368444,12.57528605153314
12.37,12.526728397878651,11.919928266075248
12.38,12.907055138901338,13.210935996149777
12.39,14.08043539910249,14.523094625437198
12.4,12.136457125642153,13.098198671214323
12.41,12.65714492903019,12.701374529339475
12.42,12.59103201454004,13.776281858481525
12.43,12.053914839120676,12.125149985432204
12.44,12.422465811430836,12.092758481084037
12.45,11.45782985635378,11.550157619564429
12.46,11.958243258557085,11.471252256805982
12.47,10.694610088213569,11.478141010300973
12.48,10.354372368284343,11.032724352669119
12.49,11.132918043023375,10.939855871713428
12.5,9.91788429519268,11.868890380553212
12.51,9.733172077854976,9.505425544960216
12.52,8.53908845815467,9.743096042065503
12.53,8.156024178192459,9.996745493470794
12.54,8.156983352557749,10.392752858287487
12.55,6.926971826148995,10.525206157528823
12.56,5.727959869599101,8.671333822650084
12.57,5.429710733123381,10.069904154704455
12.58,4.15733310228586,7.4752513556088
12.59,3.1840219385583115,9.761013483456004
12.6,3.2789420861175747,8.794342483538745
12.61,2.800414915071204,9.005487092182417
12.62,3.163305910968702,8.474569731594647
12.63,2.3931154560543457,8.984954065025354
12.64,2.216413293099425,8.445225716604414
12.65,3.121952332760668,6.962437110223474
12.66,3.3188160593627347,9.52819802971907
12.67,3.5876540294048525,8.318406535664032
12.68,2.949622583511564,9.654798298016752
12.69,3.1599163171565463,9.690432677144946
12.7,2.742684614638657,7.379906936985601
12.71,2.823683919303281,6.656849058276728
12.72,3.042793226102648,8.216515088418427
12.73,3.5557037063131838,7.365354394805973
12.74,3.30290779167658,7.371509808962345
12.75,3.763114472305905,9.24149267069243
12.76,3.5025086069996343,7.951776423659489
12.77,3.2154477725558124,8.390784868151162
12.78,3.2781921780245358,8.98280984111136
12.79,3.692669530762128,9.082056033224777
12.8,2.609728638467216,8.508254776900632
12.81,2.8720399408017507,7.989511673060432
12.82,3.845837311248012,6.618580772006797
12.83,2.020867117329674,7.141875238550393
12.84,2.976900841347321,8.031871854215147
12.85,3.5602835664788106,6.741757790513314
12.86,2.300437269567319,7.88404233514032
12.87,3.939763954090593,7.933172899542389
12.88,3.095709124974754,7.132247206298894
12.89,3.077117279966837,7.670899340707225
12.9,2.9255377736646127,7.652460579499101
12.91,3.1690394841963614,6.8321831743000585
12.92,3.4340174897740097,7.431055212428613
12.93,2.5599854036219343,6.646764286653945
12.94,3.448960496818976,6.866882305918392
12.95,4.044858327665598,7.45161439774356
12.96,3.8553135455796657,6.490793277103489
12.97,3.713269847463151,6.178704207865605
12.98,3.6578741116546567,8.22621990354964
12.99,3.335195021594236,8.429577250766586
13.0,2.984268325124805,7.7486162031565335
13.01,4.457995806291423,6.318430656230276
13.02,3.810643206702653,7.543596373043941
13.03,4.041162325854845,7.655005653421852
13.04,3.540417298541456,6.104017851809192
13.05,3.269474108262535,7.831822634910667
13.06,3.224514891317606,6.624831753796491
13.07,3.1610752894715803,6.799246043608163
13.08,3.0978573154529063,6.896051638801788
13.09,2.9013936357467704,6.832466383845977
13.1,3.108459210380388,7.222552229703224
13.11,3.60527163023248,6.752383798975543
13.12,3.431592715886214,6.8870466418441785
13.13,3.385555187691155,7.5467605615110465
13.14,2.86762790868252,6.30501082345136
13.15,3.670879421494512,6.433229842428972
13.16,2.696451422603211,9.002141654000928
13.17,3.203987493503753,7.265042675126125
13.18,3.32330452537226,7.3954218623074315
13.19,3.286044666764798,5.888682573643206
13.2,3.274973022477378,6.733790505114776
13.21,3.653870330996722,6.658633578409285
13.22,2.5576078254088985,7.388861998470281
13.23,3.771244203822911,6.768453938196034
13.24,2.7172348790887537,7.217719044886268
13.25,3.077091532687287,7.084257278100082
13.26,3.140888224444336,7.5559460859921606
13.27,2.957977474685439,5.181288011304996
13.28,3.05856844152834,6.776997782728441
13.29,3.7705673352996367,7.160106488089461
13.3,2.704203382616891,5.91014078510851
13.31,3.716250544845576,6.386444863970333
13.32,3.372464966226629,6.673735668060131
13.33,2.569945051725659,8.121602690312818
13.34,3.2210904207581774,7.532898686485734
13.35,3.8873426438117087,9.016410714143738
13.36,3.1422992028330947,7.262878796370636
13.37,4.58413750360428,7.519560247209288
13.38,5.358288256863511,6.618173439998361
13.39,5.460475183103705,7.128256716975118
13.4,5.478787187525221,5.265278848801437
13.41,5.654902092594736,6.014956907852421
13.42,7.596986353378773,6.329336041345493
13.43,7.335926010748762,6.714610382361861
13.44,7.75475209953238,6.527889573658015
13.45,7.651861047677436,7.358957457042008
13.46,9.263498446582354,8.921315774484876
13.47,9.221319746411652,10.09545165110408
13.48,9.722758647896605,11.560307843999386
13.49,10.2864926630406,9.855333938827478
13.5,11.306493072150865,11.887217101950334
13.51,11.821842669328504,11.746426976373696
13.52,12.012367226815153,10.879827986299683
13.53,11.287467163853156,12.194963821199783
13.54,13.136599226586435,11.900875394926787
13.55,11.817639477582478,12.762670762883726
13.56,13.349562835520423,12.441324775761425
13.57,13.395417323759926,13.659791700653935
13.58,12.283794086427088,12.841292765987678
13.59,13.752216634102943,12.540760412012798
